processor,meanpower,benchmark,frequency,cpuid
p6,2.335693,cpuload_all_25_4096,2133000,0
p6,2.400409,cpuload_all_25_4096,2133000,0
p6,2.140085,cpuload_all_25_4096,1733000,0
p6,2.150205,cpuload_all_25_4096,1733000,0
p6,2.110639,cpuload_all_25_4096,1733000,0
p6,1.925602,cpuload_all_25_4096,1199000,0
p6,1.953559,cpuload_all_25_4096,1199000,0
p6,1.949677,cpuload_all_25_4096,1199000,0
p6,2.552582,cpuload_all_25_4096,2533000,1
p6,2.545042,cpuload_all_25_4096,2533000,1
p6,2.557646,cpuload_all_25_4096,2533000,1
p6,2.326810,cpuload_all_25_4096,2133000,1
p6,2.352912,cpuload_all_25_4096,2133000,1
p6,2.315066,cpuload_all_25_4096,2133000,1
p6,2.096010,cpuload_all_25_4096,1733000,1
p6,2.084973,cpuload_all_25_4096,1733000,1
p6,2.103947,cpuload_all_25_4096,1733000,1
p6,1.932025,cpuload_all_25_4096,1199000,1
p6,1.928633,cpuload_all_25_4096,1199000,1
p6,1.913663,cpuload_all_25_4096,1199000,1
p6,6.886122,cpuload_all_50_4096,2533000,0
p6,6.901125,cpuload_all_50_4096,2533000,0
p6,6.929834,cpuload_all_50_4096,2533000,0
p6,6.176979,cpuload_all_50_4096,2133000,0
p6,5.924688,namd,2133000,1
p6,6.052464,namd,2133000,1
p6,6.038282,namd,2133000,1
p6,5.195265,namd,1733000,1
p6,5.206010,namd,1733000,1
p6,5.282692,namd,1733000,1
p6,4.567091,namd,1199000,1
p6,4.555210,namd,1199000,1
p6,4.472308,namd,1199000,1
p6,7.533085,omnetpp,2533000,0
p6,5.558535,cpuload_all_50_4096,2133000,0
p6,7.536945,omnetpp,2533000,0
p6,7.532184,omnetpp,2533000,0
p6,6.405022,omnetpp,2133000,0
p6,6.414565,omnetpp,2133000,0
p6,6.429162,omnetpp,2133000,0
p6,5.482277,omnetpp,1733000,0
p6,5.533380,omnetpp,1733000,0
p6,5.524447,omnetpp,1733000,0
p6,4.627796,omnetpp,1199000,0
p6,4.621417,omnetpp,1199000,0
p6,6.151261,cpuload_all_50_4096,2133000,0
p6,4.620985,omnetpp,1199000,0
p6,7.528614,omnetpp,2533000,1
p6,7.479352,omnetpp,2533000,1
p6,7.452973,omnetpp,2533000,1
p6,6.426314,omnetpp,2133000,1
p6,6.465232,omnetpp,2133000,1
p6,6.433497,omnetpp,2133000,1
p6,5.513115,omnetpp,1733000,1
p6,5.528949,omnetpp,1733000,1
p6,5.527368,omnetpp,1733000,1
p6,5.056039,cpuload_all_50_4096,1733000,0
p6,4.621709,omnetpp,1199000,1
p6,4.624501,omnetpp,1199000,1
p6,4.610116,omnetpp,1199000,1
p6,6.278761,povray,2533000,0
p6,6.276687,povray,2533000,0
p6,6.298273,povray,2533000,0
p6,5.943821,povray,2133000,0
p6,5.683423,povray,2133000,0
p6,5.814051,povray,2133000,0
p6,4.862487,povray,1733000,0
p6,5.355505,cpuload_all_50_4096,1733000,0
p6,4.940909,povray,1733000,0
p6,5.114627,povray,1733000,0
p6,4.400047,povray,1199000,0
p6,4.378139,povray,1199000,0
p6,4.403242,povray,1199000,0
p6,6.599823,povray,2533000,1
p6,6.362218,povray,2533000,1
p6,6.784064,povray,2533000,1
p6,5.700684,povray,2133000,1
p6,5.816118,povray,2133000,1
p6,5.377580,cpuload_all_50_4096,1733000,0
p6,5.669758,povray,2133000,1
p6,5.064734,povray,1733000,1
p6,5.125730,povray,1733000,1
p6,5.172016,povray,1733000,1
p6,4.241415,povray,1199000,1
p6,4.246487,povray,1199000,1
p6,4.246033,povray,1199000,1
p6,7.332606,sjeng,2533000,0
p6,7.332759,sjeng,2533000,0
p6,7.283600,sjeng,2533000,0
p6,4.523093,cpuload_all_50_4096,1199000,0
p6,6.409864,sjeng,2133000,0
p6,6.398941,sjeng,2133000,0
p6,6.426427,sjeng,2133000,0
p6,5.544006,sjeng,1733000,0
p6,5.544184,sjeng,1733000,0
p6,5.532074,sjeng,1733000,0
p6,4.641412,sjeng,1199000,0
p6,4.648012,sjeng,1199000,0
p6,4.652124,sjeng,1199000,0
p6,7.324605,sjeng,2533000,1
p6,4.531055,cpuload_all_50_4096,1199000,0
p6,7.303873,sjeng,2533000,1
p6,7.343339,sjeng,2533000,1
p6,6.404254,sjeng,2133000,1
p6,6.403155,sjeng,2133000,1
p6,6.421680,sjeng,2133000,1
p6,5.534236,sjeng,1733000,1
p6,5.538205,sjeng,1733000,1
p6,7.409080,sjeng,2533000,0
p6,7.363776,sjeng,2533000,0
p6,7.305007,sjeng,2533000,0
p6,4.581132,cpuload_all_50_4096,1199000,0
p6,6.427259,sjeng,2133000,0
p6,6.408532,sjeng,2133000,0
p6,6.403373,sjeng,2133000,0
p6,5.531202,sjeng,1733000,0
p6,5.523955,sjeng,1733000,0
p6,5.527104,sjeng,1733000,0
p6,4.643977,sjeng,1199000,0
p6,4.652116,sjeng,1199000,0
p6,4.652198,sjeng,1199000,0
p6,7.414879,sjeng,2533000,1
p6,6.911041,cpuload_all_50_4096,2533000,1
p6,7.402179,sjeng,2533000,1
p6,7.460207,sjeng,2533000,1
p6,6.390439,sjeng,2133000,1
p6,6.434791,sjeng,2133000,1
p6,6.426222,sjeng,2133000,1
p6,5.531174,sjeng,1733000,1
p6,5.542665,sjeng,1733000,1
p6,5.526293,sjeng,1733000,1
p6,4.650594,sjeng,1199000,1
p6,4.663474,sjeng,1199000,1
p6,6.862369,cpuload_all_50_4096,2533000,1
p6,4.658966,sjeng,1199000,1
p6,5.980280,soplex,2533000,0
p6,5.903042,soplex,2533000,0
p6,6.358749,soplex,2533000,0
p6,5.654760,soplex,2133000,0
p6,5.619995,soplex,2133000,0
p6,5.643375,soplex,2133000,0
p6,4.820267,soplex,1733000,0
p6,4.957297,soplex,1733000,0
p6,4.828476,soplex,1733000,0
p6,6.905436,cpuload_all_50_4096,2533000,1
p6,4.243390,soplex,1199000,0
p6,4.289237,soplex,1199000,0
p6,4.245600,soplex,1199000,0
p6,5.910001,soplex,2533000,1
p6,6.351725,soplex,2533000,1
p6,6.318652,soplex,2533000,1
p6,5.591309,soplex,2133000,1
p6,5.352564,soplex,2133000,1
p6,5.334958,soplex,2133000,1
p6,4.913452,soplex,1733000,1
p6,6.140450,cpuload_all_50_4096,2133000,1
p6,4.864737,soplex,1733000,1
p6,4.989799,soplex,1733000,1
p6,4.222106,soplex,1199000,1
p6,4.322487,soplex,1199000,1
p6,4.354251,soplex,1199000,1
p6,6.700573,sphinx3,2533000,0
p6,6.568797,sphinx3,2533000,0
p6,6.667075,sphinx3,2533000,0
p6,5.989438,sphinx3,2133000,0
p6,5.723358,sphinx3,2133000,0
p6,6.145591,cpuload_all_50_4096,2133000,1
p6,5.923844,sphinx3,2133000,0
p6,5.119519,sphinx3,1733000,0
p6,4.944156,sphinx3,1733000,0
p6,5.235788,sphinx3,1733000,0
p6,4.358568,sphinx3,1199000,0
p6,4.406938,sphinx3,1199000,0
p6,4.427258,sphinx3,1199000,0
p6,6.629769,sphinx3,2533000,1
p6,6.740993,sphinx3,2533000,1
p6,6.625606,sphinx3,2533000,1
p6,6.155448,cpuload_all_50_4096,2133000,1
p6,5.872148,sphinx3,2133000,1
p6,5.937497,sphinx3,2133000,1
p6,5.693413,sphinx3,2133000,1
p6,5.131321,sphinx3,1733000,1
p6,5.111232,sphinx3,1733000,1
p6,5.222713,sphinx3,1733000,1
p6,4.386215,sphinx3,1199000,1
p6,4.389909,sphinx3,1199000,1
p6,4.372334,sphinx3,1199000,1
p6,7.084212,zeusmp,2533000,0
p6,5.363405,cpuload_all_50_4096,1733000,1
p6,7.001970,zeusmp,2533000,0
p6,7.044037,zeusmp,2533000,0
p6,6.185229,zeusmp,2133000,0
p6,6.180106,zeusmp,2133000,0
p6,6.135668,zeusmp,2133000,0
p6,5.384826,zeusmp,1733000,0
p6,5.402829,zeusmp,1733000,0
p6,5.372351,zeusmp,1733000,0
p6,4.567639,zeusmp,1199000,0
p6,4.574031,zeusmp,1199000,0
p6,5.426638,cpuload_all_50_4096,1733000,1
p6,4.582350,zeusmp,1199000,0
p6,7.024942,zeusmp,2533000,1
p6,7.072508,zeusmp,2533000,1
p6,6.973886,zeusmp,2533000,1
p6,6.182217,zeusmp,2133000,1
p6,6.114144,zeusmp,2133000,1
p6,6.172696,zeusmp,2133000,1
p6,5.407869,zeusmp,1733000,1
p6,5.415783,zeusmp,1733000,1
p6,5.404504,zeusmp,1733000,1
p6,5.360125,cpuload_all_50_4096,1733000,1
p6,4.494412,zeusmp,1199000,1
p6,4.573784,zeusmp,1199000,1
p6,4.568363,zeusmp,1199000,1
p6,7.254730,bzip2,2533000,0
p6,7.348006,bzip2,2533000,0
p6,7.230800,bzip2,2533000,0
p6,6.336377,bzip2,2133000,0
p6,6.306259,bzip2,2133000,0
p6,6.302273,bzip2,2133000,0
p6,5.462726,bzip2,1733000,0
p6,4.529073,cpuload_all_50_4096,1199000,1
p6,5.470722,bzip2,1733000,0
p6,5.454492,bzip2,1733000,0
p6,4.603918,bzip2,1199000,0
p6,4.605022,bzip2,1199000,0
p6,4.638201,bzip2,1199000,0
p6,7.147940,bzip2,2533000,1
p6,7.151065,bzip2,2533000,1
p6,7.133745,bzip2,2533000,1
p6,6.329949,bzip2,2133000,1
p6,6.313510,bzip2,2133000,1
p6,4.525196,cpuload_all_50_4096,1199000,1
p6,6.297420,bzip2,2133000,1
p6,5.422602,bzip2,1733000,1
p6,5.493559,bzip2,1733000,1
p6,5.448769,bzip2,1733000,1
p6,4.614712,bzip2,1199000,1
p6,4.636677,bzip2,1199000,1
p6,4.637854,bzip2,1199000,1
p6,6.930613,cactusADM,2533000,0
p6,6.956667,cactusADM,2533000,0
p6,6.976361,cactusADM,2533000,0
p6,4.529746,cpuload_all_50_4096,1199000,1
p6,6.166776,cactusADM,2133000,0
p6,6.137850,cactusADM,2133000,0
p6,6.085407,cactusADM,2133000,0
p6,5.326049,cactusADM,1733000,0
p6,5.327107,cactusADM,1733000,0
p6,5.349254,cactusADM,1733000,0
p6,4.532840,cactusADM,1199000,0
p6,4.561834,cactusADM,1199000,0
p6,4.526426,cactusADM,1199000,0
p6,6.951290,cactusADM,2533000,1
p6,6.867989,cpuload_all_75_4096,2533000,0
p6,6.895063,cactusADM,2533000,1
p6,6.902181,cactusADM,2533000,1
p6,6.135522,cactusADM,2133000,1
p6,6.051644,cactusADM,2133000,1
p6,6.112427,cactusADM,2133000,1
p6,5.363660,cactusADM,1733000,1
p6,5.367919,cactusADM,1733000,1
p6,5.335722,cactusADM,1733000,1
p6,4.584966,cactusADM,1199000,1
p6,4.555656,cactusADM,1199000,1
p6,6.863503,cpuload_all_75_4096,2533000,0
p6,4.592798,cactusADM,1199000,1
p6,0.773572,cpuload_all_0_4096,2533000,0
p6,0.781211,cpuload_all_0_4096,2533000,0
p6,0.711879,cpuload_all_0_4096,2533000,0
p6,0.748169,cpuload_all_0_4096,2133000,0
p6,0.768307,cpuload_all_0_4096,2133000,0
p6,0.743254,cpuload_all_0_4096,2133000,0
p6,0.799760,cpuload_all_0_4096,1733000,0
p6,0.737162,cpuload_all_0_4096,1733000,0
p6,0.708386,cpuload_all_0_4096,1733000,0
p6,6.966061,cpuload_all_75_4096,2533000,0
p6,0.605458,cpuload_all_0_4096,1199000,0
p6,0.753513,cpuload_all_0_4096,1199000,0
p6,0.617626,cpuload_all_0_4096,1199000,0
p6,0.751325,cpuload_all_0_4096,2533000,1
p6,0.804563,cpuload_all_0_4096,2533000,1
p6,0.773258,cpuload_all_0_4096,2533000,1
p6,0.670396,cpuload_all_0_4096,2133000,1
p6,0.749871,cpuload_all_0_4096,2133000,1
p6,0.702696,cpuload_all_0_4096,2133000,1
p6,0.703538,cpuload_all_0_4096,1733000,1
p6,6.163570,cpuload_all_75_4096,2133000,0
p6,0.703547,cpuload_all_0_4096,1733000,1
p6,0.743156,cpuload_all_0_4096,1733000,1
p6,0.649826,cpuload_all_0_4096,1199000,1
p6,0.766185,cpuload_all_0_4096,1199000,1
p6,0.770258,cpuload_all_0_4096,1199000,1
p6,2.578694,cpuload_all_25_4096,2533000,0
p6,2.693525,cpuload_all_25_4096,2533000,0
p6,2.606717,cpuload_all_25_4096,2533000,0
p6,2.273598,cpuload_all_25_4096,2133000,0
p6,2.306904,cpuload_all_25_4096,2133000,0
p6,6.245343,cpuload_all_75_4096,2133000,0
p6,2.269801,cpuload_all_25_4096,2133000,0
p6,2.066132,cpuload_all_25_4096,1733000,0
p6,2.074606,cpuload_all_25_4096,1733000,0
p6,2.078170,cpuload_all_25_4096,1733000,0
p6,1.905123,cpuload_all_25_4096,1199000,0
p6,1.907899,cpuload_all_25_4096,1199000,0
p6,1.897327,cpuload_all_25_4096,1199000,0
p6,2.531995,cpuload_all_25_4096,2533000,1
p6,2.539674,cpuload_all_25_4096,2533000,1
p6,2.556780,cpuload_all_25_4096,2533000,1
p6,6.165706,cpuload_all_75_4096,2133000,0
p6,2.323876,cpuload_all_25_4096,2133000,1
p6,2.293170,cpuload_all_25_4096,2133000,1
p6,2.314381,cpuload_all_25_4096,2133000,1
p6,2.084868,cpuload_all_25_4096,1733000,1
p6,2.095312,cpuload_all_25_4096,1733000,1
p6,2.092392,cpuload_all_25_4096,1733000,1
p6,1.912458,cpuload_all_25_4096,1199000,1
p6,1.862693,cpuload_all_25_4096,1199000,1
p6,1.893214,cpuload_all_25_4096,1199000,1
p6,7.081671,cpuload_all_50_4096,2533000,0
p6,5.409896,cpuload_all_75_4096,1733000,0
p6,7.031735,cpuload_all_50_4096,2533000,0
p6,6.992053,cpuload_all_50_4096,2533000,0
p6,6.111994,cpuload_all_50_4096,2133000,0
p6,5.448592,cpuload_all_50_4096,2133000,0
p6,6.097863,cpuload_all_50_4096,2133000,0
p6,5.397876,cpuload_all_50_4096,1733000,0
p6,5.342738,cpuload_all_50_4096,1733000,0
p6,5.401385,cpuload_all_50_4096,1733000,0
p6,4.507687,cpuload_all_50_4096,1199000,0
p6,4.518196,cpuload_all_50_4096,1199000,0
p6,5.357100,cpuload_all_75_4096,1733000,0
p6,4.563508,cpuload_all_50_4096,1199000,0
p6,6.982688,cpuload_all_50_4096,2533000,1
p6,6.948675,cpuload_all_50_4096,2533000,1
p6,6.982686,cpuload_all_50_4096,2533000,1
p6,6.140966,cpuload_all_50_4096,2133000,1
p6,5.436640,cpuload_all_50_4096,2133000,1
p6,6.131832,cpuload_all_50_4096,2133000,1
p6,5.349077,cpuload_all_50_4096,1733000,1
p6,5.221166,cpuload_all_50_4096,1733000,1
p6,5.325591,cpuload_all_50_4096,1733000,1
p6,5.371171,cpuload_all_75_4096,1733000,0
p6,4.510476,cpuload_all_50_4096,1199000,1
p6,4.560645,cpuload_all_50_4096,1199000,1
p6,4.510411,cpuload_all_50_4096,1199000,1
p6,7.020259,cpuload_all_75_4096,2533000,0
p6,7.076098,cpuload_all_75_4096,2533000,0
p6,7.007040,cpuload_all_75_4096,2533000,0
p6,6.097392,cpuload_all_75_4096,2133000,0
p6,6.190737,cpuload_all_75_4096,2133000,0
p6,6.149567,cpuload_all_75_4096,2133000,0
p6,5.342580,cpuload_all_75_4096,1733000,0
p6,4.522461,cpuload_all_75_4096,1199000,0
p6,5.322998,cpuload_all_75_4096,1733000,0
p6,5.400103,cpuload_all_75_4096,1733000,0
p6,4.513380,cpuload_all_75_4096,1199000,0
p6,4.508984,cpuload_all_75_4096,1199000,0
p6,4.568377,cpuload_all_75_4096,1199000,0
p6,6.984796,cpuload_all_75_4096,2533000,1
p6,6.964602,cpuload_all_75_4096,2533000,1
p6,6.959939,cpuload_all_75_4096,2533000,1
p6,6.239035,cpuload_all_75_4096,2133000,1
p6,6.134648,cpuload_all_75_4096,2133000,1
p6,4.587513,cpuload_all_75_4096,1199000,0
p6,6.116058,cpuload_all_75_4096,2133000,1
p6,5.326744,cpuload_all_75_4096,1733000,1
p6,5.410083,cpuload_all_75_4096,1733000,1
p6,5.348010,cpuload_all_75_4096,1733000,1
p6,4.518853,cpuload_all_75_4096,1199000,1
p6,4.561948,cpuload_all_75_4096,1199000,1
p6,4.512589,cpuload_all_75_4096,1199000,1
p6,7.029772,cpuload_all_100_4096,2533000,0
p6,7.106137,cpuload_all_100_4096,2533000,0
p6,7.019471,cpuload_all_100_4096,2533000,0
p6,4.524336,cpuload_all_75_4096,1199000,0
p6,6.109573,cpuload_all_100_4096,2133000,0
p6,6.190719,cpuload_all_100_4096,2133000,0
p6,6.120508,cpuload_all_100_4096,2133000,0
p6,5.346425,cpuload_all_100_4096,1733000,0
p6,5.406082,cpuload_all_100_4096,1733000,0
p6,5.344842,cpuload_all_100_4096,1733000,0
p6,4.502740,cpuload_all_100_4096,1199000,0
p6,4.516189,cpuload_all_100_4096,1199000,0
p6,4.530505,cpuload_all_100_4096,1199000,0
p6,6.983751,cpuload_all_100_4096,2533000,1
p6,6.873904,cpuload_all_75_4096,2533000,1
p6,7.060363,cpuload_all_100_4096,2533000,1
p6,6.947092,cpuload_all_100_4096,2533000,1
p6,6.152397,cpuload_all_100_4096,2133000,1
p6,6.149620,cpuload_all_100_4096,2133000,1
p6,6.167184,cpuload_all_100_4096,2133000,1
p6,5.417590,cpuload_all_100_4096,1733000,1
p6,5.356824,cpuload_all_100_4096,1733000,1
p6,5.348467,cpuload_all_100_4096,1733000,1
p6,4.566538,cpuload_all_100_4096,1199000,1
p6,4.513033,cpuload_all_100_4096,1199000,1
p6,7.065101,cpuload_all_75_4096,2533000,1
p6,4.513288,cpuload_all_100_4096,1199000,1
p6,7.860477,gamess,2533000,0
p6,7.894990,gamess,2533000,0
p6,7.873755,gamess,2533000,0
p6,6.595312,gamess,2133000,0
p6,6.627596,gamess,2133000,0
p6,6.604295,gamess,2133000,0
p6,5.579326,gamess,1733000,0
p6,5.595735,gamess,1733000,0
p6,5.579535,gamess,1733000,0
p6,6.895445,cpuload_all_75_4096,2533000,1
p6,4.665433,gamess,1199000,0
p6,4.666369,gamess,1199000,0
p6,4.658463,gamess,1199000,0
p6,7.896807,gamess,2533000,1
p6,7.882795,gamess,2533000,1
p6,7.899510,gamess,2533000,1
p6,6.606132,gamess,2133000,1
p6,6.599861,gamess,2133000,1
p6,6.608563,gamess,2133000,1
p6,5.598025,gamess,1733000,1
p6,6.160357,cpuload_all_75_4096,2133000,1
p6,5.604100,gamess,1733000,1
p6,5.605942,gamess,1733000,1
p6,4.678967,gamess,1199000,1
p6,4.671093,gamess,1199000,1
p6,4.663707,gamess,1199000,1
p6,7.291030,gcc,2533000,0
p6,7.268134,gcc,2533000,0
p6,7.251287,gcc,2533000,0
p6,6.425407,gcc,2133000,0
p6,6.429206,gcc,2133000,0
p6,6.160105,cpuload_all_75_4096,2133000,1
p6,6.432277,gcc,2133000,0
p6,5.564327,gcc,1733000,0
p6,5.563235,gcc,1733000,0
p6,5.569593,gcc,1733000,0
p6,4.686093,gcc,1199000,0
p6,4.686154,gcc,1199000,0
p6,4.688098,gcc,1199000,0
p6,7.218748,gcc,2533000,1
p6,7.227408,gcc,2533000,1
p6,7.215866,gcc,2533000,1
p6,6.271842,cpuload_all_75_4096,2133000,1
p6,6.432567,gcc,2133000,1
p6,6.429157,gcc,2133000,1
p6,6.432423,gcc,2133000,1
p6,5.572024,gcc,1733000,1
p6,5.576781,gcc,1733000,1
p6,5.581057,gcc,1733000,1
p6,4.693470,gcc,1199000,1
p6,4.692716,gcc,1199000,1
p6,4.694046,gcc,1199000,1
p6,7.348870,gobmk,2533000,0
p6,5.372226,cpuload_all_75_4096,1733000,1
p6,7.331046,gobmk,2533000,0
p6,7.377649,gobmk,2533000,0
p6,6.430689,gobmk,2133000,0
p6,6.456616,gobmk,2133000,0
p6,6.440314,gobmk,2133000,0
p6,5.565825,gobmk,1733000,0
p6,5.579463,gobmk,1733000,0
p6,5.549990,gobmk,1733000,0
p6,4.678973,gobmk,1199000,0
p6,4.677319,gobmk,1199000,0
p6,5.356479,cpuload_all_75_4096,1733000,1
p6,4.674528,gobmk,1199000,0
p6,7.354482,gobmk,2533000,1
p6,7.358812,gobmk,2533000,1
p6,7.388838,gobmk,2533000,1
p6,6.458769,gobmk,2133000,1
p6,6.422305,gobmk,2133000,1
p6,6.470220,gobmk,2133000,1
p6,5.555281,gobmk,1733000,1
p6,5.543049,gobmk,1733000,1
p6,5.545588,gobmk,1733000,1
p6,5.365763,cpuload_all_75_4096,1733000,1
p6,4.657722,gobmk,1199000,1
p6,4.674550,gobmk,1199000,1
p6,4.666484,gobmk,1199000,1
p6,7.170498,gromacs,2533000,0
p6,7.191570,gromacs,2533000,0
p6,7.184397,gromacs,2533000,0
p6,6.397631,gromacs,2133000,0
p6,6.408916,gromacs,2133000,0
p6,6.381215,gromacs,2133000,0
p6,5.556929,gromacs,1733000,0
p6,4.526696,cpuload_all_75_4096,1199000,1
p6,5.546378,gromacs,1733000,0
p6,5.556632,gromacs,1733000,0
p6,4.689953,gromacs,1199000,0
p6,4.686540,gromacs,1199000,0
p6,4.682747,gromacs,1199000,0
p6,7.197509,gromacs,2533000,1
p6,7.187147,gromacs,2533000,1
p6,7.196614,gromacs,2533000,1
p6,6.394322,gromacs,2133000,1
p6,6.398600,gromacs,2133000,1
p6,4.529932,cpuload_all_75_4096,1199000,1
p6,6.414943,gromacs,2133000,1
p6,5.548168,gromacs,1733000,1
p6,5.556239,gromacs,1733000,1
p6,5.546452,gromacs,1733000,1
p6,4.673786,gromacs,1199000,1
p6,4.678211,gromacs,1199000,1
p6,4.680800,gromacs,1199000,1
p6,7.458699,h264ref,2533000,0
p6,7.459809,h264ref,2533000,0
p6,7.462504,h264ref,2533000,0
p6,4.539106,cpuload_all_75_4096,1199000,1
p6,6.460371,h264ref,2133000,0
p6,6.465506,h264ref,2133000,0
p6,6.453429,h264ref,2133000,0
p6,5.549707,h264ref,1733000,0
p6,5.557517,h264ref,1733000,0
p6,5.553220,h264ref,1733000,0
p6,4.667669,h264ref,1199000,0
p6,4.670274,h264ref,1199000,0
p6,4.678516,h264ref,1199000,0
p6,7.442965,h264ref,2533000,1
p6,6.921893,cpuload_all_100_4096,2533000,0
p6,7.413292,h264ref,2533000,1
p6,7.473932,h264ref,2533000,1
p6,6.444011,h264ref,2133000,1
p6,6.484994,h264ref,2133000,1
p6,6.460432,h264ref,2133000,1
p6,5.536570,h264ref,1733000,1
p6,5.578841,h264ref,1733000,1
p6,5.543765,h264ref,1733000,1
p6,4.665835,h264ref,1199000,1
p6,4.664479,h264ref,1199000,1
p6,6.918943,cpuload_all_100_4096,2533000,0
p6,4.669324,h264ref,1199000,1
p6,7.769963,hmmer,2533000,0
p6,7.762346,hmmer,2533000,0
p6,7.780624,hmmer,2533000,0
p6,6.501534,hmmer,2133000,0
p6,6.522592,hmmer,2133000,0
p6,6.496887,hmmer,2133000,0
p6,5.557097,hmmer,1733000,0
p6,5.554162,hmmer,1733000,0
p6,5.501061,hmmer,1733000,0
p6,6.930465,cpuload_all_100_4096,2533000,0
p6,4.622785,hmmer,1199000,0
p6,4.629806,hmmer,1199000,0
p6,4.656143,hmmer,1199000,0
p6,7.753809,hmmer,2533000,1
p6,7.812500,hmmer,2533000,1
p6,7.811284,hmmer,2533000,1
p6,6.524448,hmmer,2133000,1
p6,6.595940,hmmer,2133000,1
p6,6.488885,hmmer,2133000,1
p6,5.552318,hmmer,1733000,1
p6,6.199205,cpuload_all_100_4096,2133000,0
p6,5.551854,hmmer,1733000,1
p6,5.505986,hmmer,1733000,1
p6,4.649042,hmmer,1199000,1
p6,4.647604,hmmer,1199000,1
p6,4.635471,hmmer,1199000,1
p6,6.992589,lbm,2533000,0
p6,6.981607,lbm,2533000,0
p6,6.979328,lbm,2533000,0
p6,6.274481,lbm,2133000,0
p6,6.276121,lbm,2133000,0
p6,6.197428,cpuload_all_100_4096,2133000,0
p6,6.269081,lbm,2133000,0
p6,5.485523,lbm,1733000,0
p6,5.413545,lbm,1733000,0
p6,5.422286,lbm,1733000,0
p6,4.602770,lbm,1199000,0
p6,4.604686,lbm,1199000,0
p6,4.557662,lbm,1199000,0
p6,7.035998,lbm,2533000,1
p6,7.029299,lbm,2533000,1
p6,7.087253,lbm,2533000,1
p6,6.273723,cpuload_all_100_4096,2133000,0
p6,6.333113,lbm,2133000,1
p6,6.286366,lbm,2133000,1
p6,6.284046,lbm,2133000,1
p6,5.419236,lbm,1733000,1
p6,5.475323,lbm,1733000,1
p6,5.419598,lbm,1733000,1
p6,4.592741,lbm,1199000,1
p6,4.591573,lbm,1199000,1
p6,4.593851,lbm,1199000,1
p6,7.177958,leslie3d,2533000,0
p6,5.377154,cpuload_all_100_4096,1733000,0
p6,7.176732,leslie3d,2533000,0
p6,7.191730,leslie3d,2533000,0
p6,6.395792,leslie3d,2133000,0
p6,6.389030,leslie3d,2133000,0
p6,6.417031,leslie3d,2133000,0
p6,5.536360,leslie3d,1733000,0
p6,5.521542,leslie3d,1733000,0
p6,5.546717,leslie3d,1733000,0
p6,4.661808,leslie3d,1199000,0
p6,4.666335,leslie3d,1199000,0
p6,5.373136,cpuload_all_100_4096,1733000,0
p6,4.661230,leslie3d,1199000,0
p6,7.191953,leslie3d,2533000,1
p6,7.154658,leslie3d,2533000,1
p6,7.177407,leslie3d,2533000,1
p6,6.363606,leslie3d,2133000,1
p6,6.399487,leslie3d,2133000,1
p6,6.407340,leslie3d,2133000,1
p6,5.526113,leslie3d,1733000,1
p6,5.516762,leslie3d,1733000,1
p6,5.535754,leslie3d,1733000,1
p6,5.377186,cpuload_all_100_4096,1733000,0
p6,4.661325,leslie3d,1199000,1
p6,4.660849,leslie3d,1199000,1
p6,4.678965,leslie3d,1199000,1
p6,6.892406,mcf,2533000,0
p6,6.869011,mcf,2533000,0
p6,6.850275,mcf,2533000,0
p6,6.033994,mcf,2133000,0
p6,5.941442,mcf,2133000,0
p6,5.910339,mcf,2133000,0
p6,5.333996,mcf,1733000,0
p6,4.574831,cpuload_all_100_4096,1199000,0
p6,5.228202,mcf,1733000,0
p6,5.279337,mcf,1733000,0
p6,4.480932,mcf,1199000,0
p6,4.600824,mcf,1199000,0
p6,4.492438,mcf,1199000,0
p6,6.883410,mcf,2533000,1
p6,6.754550,mcf,2533000,1
p6,6.914473,mcf,2533000,1
p6,5.975002,mcf,2133000,1
p6,6.106332,mcf,2133000,1
p6,4.527342,cpuload_all_100_4096,1199000,0
p6,5.973508,mcf,2133000,1
p6,5.325249,mcf,1733000,1
p6,5.224486,mcf,1733000,1
p6,5.336110,mcf,1733000,1
p6,4.521381,mcf,1199000,1
p6,4.481454,mcf,1199000,1
p6,4.496349,mcf,1199000,1
p6,6.875090,milc,2533000,0
p6,6.748704,milc,2533000,0
p6,6.720647,milc,2533000,0
p6,4.528331,cpuload_all_100_4096,1199000,0
p6,5.931718,milc,2133000,0
p6,5.904551,milc,2133000,0
p6,5.934842,milc,2133000,0
p6,5.157347,milc,1733000,0
p6,5.286682,milc,1733000,0
p6,5.183727,milc,1733000,0
p6,4.437381,milc,1199000,0
p6,4.446305,milc,1199000,0
p6,4.454884,milc,1199000,0
p6,6.775477,milc,2533000,1
p6,6.886944,cpuload_all_100_4096,2533000,1
p6,6.643446,milc,2533000,1
p6,6.869238,milc,2533000,1
p6,5.889676,milc,2133000,1
p6,5.904974,milc,2133000,1
p6,6.078810,milc,2133000,1
p6,5.139721,milc,1733000,1
p6,5.272512,milc,1733000,1
p6,5.140929,milc,1733000,1
p6,4.427022,milc,1199000,1
p6,4.427508,milc,1199000,1
p6,6.985664,cpuload_all_100_4096,2533000,1
p6,4.426186,milc,1199000,1
p6,6.631757,namd,2533000,0
p6,6.603405,namd,2533000,0
p6,6.704480,namd,2533000,0
p6,5.854594,namd,2133000,0
